174.8697163;184.6221487;189.1400067;191.554859;192.9937444;193.9192328;194.5459778;194.9846938;195.2976255;195.5222414;195.6823314;195.7936323;195.8668744;195.9095226;195.9268167;195.922414;195.898794;195.8575168;195.7993824;195.7245222;195.6324374;195.521992;195.3913606;195.2379268;195.0581181;194.8471561;194.5986844;194.304213;193.9522745;193.5271136;193.0065852;192.3586535;191.5352843;190.4611801;189.0115724;186.9648242;183.8914796;178.8662999;169.6351485;149.9348581
164.8567165;174.4788717;180.3830189;184.085685;186.5008858;188.1372088;189.2799846;190.0951717;190.6835668;191.1090088;191.4134518;191.6253235;191.7643426;191.8443991;191.8753304;191.8640452;191.8152453;191.7318909;191.6154907;191.4662691;191.2832355;191.0641698;190.8055235;190.5022285;190.1473895;189.7318218;189.2433686;188.6658931;187.9777715;187.1495948;186.1405737;184.8927446;183.3213037;181.2978637;178.6202853;174.9562447;169.7347944;161.9385716;149.7394359;130.1042841
160.0782779;168.0536028;173.8275124;177.9039763;180.7869049;182.8487323;184.34158;185.4324418;186.2324612;186.8167751;187.2371436;187.5298671;187.7207735;187.828401;187.8660607;187.8431909;187.7662512;187.6393107;187.4644203;187.2418278;186.9700659;186.6459283;186.2643352;185.8180741;185.2973897;184.6893731;183.9770751;183.1382192;182.1433236;180.9529202;179.5133701;177.7504475;175.559322;172.7886859;169.2154603;164.5050748;158.1528817;149.4137562;137.2797393;120.7428423
157.4027922;163.8297491;168.9694515;172.9158029;175.8940252;178.1292354;179.8051612;181.0605544;181.9970611;182.6884868;183.1884803;183.5362279;183.7604833;183.8823705;183.9173206;183.8764064;183.767258;183.5946804;183.3610521;183.066556;182.7092718;182.2851423;181.7878148;181.2083432;180.5347219;179.7512058;178.8373393;177.7665852;176.5043836;175.0053923;173.2095391;171.0363534;168.376851;165.0820974;160.9477953;155.6957126;148.9579014;140.2838322;129.2229227;115.587346
155.7031417;160.8931501;165.3047417;168.8957585;171.7441576;173.9690229;175.6892752;177.0075534;178.0067421;178.7516306;179.2920631;179.6660808;179.9025612;180.0232773;180.0444448;179.977856;179.831694;179.6111008;179.3185515;178.9540723;178.515323;177.9975543;177.3934387;176.6927618;175.8819491;174.9433889;173.8544912;172.5863986;171.1022332;169.3547264;167.2830404;164.8085762;161.829631;158.2150576;153.7979108;148.3720788;141.6991793;133.5407485;123.7407733;112.3836189
154.5166247;158.7349677;162.4606067;165.6183319;168.2178237;170.3134234;171.9753632;173.273642;174.2707233;175.0192303;175.5620607;175.9334712;176.1604033;176.2637326;176.2593253;176.1588787;175.9705613;175.6994773;175.347981;174.9158588;174.4003935;173.7963131;173.0956239;172.2873162;171.3569237;170.2859095;169.0508381;167.6222848;165.9634242;164.0282398;161.75932;159.0852798;155.9180391;152.1505911;147.6567117;142.2955124;135.9259884;128.4392092;119.815803;110.2063564
153.6283895;157.0694893;160.1843855;162.8991388;165.1953818;167.0914838;168.6251121;169.8409279;170.783279;171.4925064;172.0034782;172.34534;172.5418481;172.6119245;172.5702451;172.4277723;172.1921951;171.8682663;171.4580362;170.9609884;170.374079;169.6916807;168.9054277;168.0039553;166.97252;165.7924873;164.4406669;162.8884783;161.1009389;159.0354887;156.6407198;153.8551841;150.6066547;146.8125561;142.3828323;137.2272709;131.2700526;124.4742969;116.8768732;108.6260035
152.9274438;155.7302147;158.308307;160.5984561;162.5730811;164.2320177;165.5926737;166.6816786;167.5289584;168.1640382;168.6140057;168.9025625;169.0497248;169.0718723;168.9819583;168.7897701;168.5021806;168.1233564;167.6549091;167.0959797;166.4432536;165.6909029;164.8304511;163.8505572;162.7367136;161.4708529;160.0308639;158.3900225;156.5163643;154.3720565;151.9128863;149.0880821;145.8408393;142.1101462;137.8347907;132.9606863;127.4526543;121.3110524;114.5913895;107.4207845
152.3511711;154.6156185;156.720172;158.6132973;160.2664686;161.6708324;162.8318862;163.7641545;164.4868376;165.0206825;165.3859439;165.6011793;165.6826161;165.6438818;165.4959456;165.2471694;164.9034007;164.4680698;163.9422642;163.3247675;162.6120528;161.7982262;160.8749165;159.8311089;158.6529242;157.3233469;155.8219134;154.1243835;152.2024393;150.0234866;147.5506867;144.7434188;141.5584743;137.9523985;133.8854981;129.3280292;124.2688258;118.725869;112.7568481;106.4657448
151.8616221;153.6609164;155.343465;156.8680925;158.2086637;159.3529572;160.2998844;161.0562154;161.6335552;162.0459101;162.3079081;162.4335949;162.4356786;162.325093;162.1107731;161.7995611;161.396183;160.9032577;160.3213104;159.6487733;158.8819638;158.0150327;157.0398798;155.9460376;154.7205274;153.3476971;151.8090591;150.0831588;148.1455228;145.968764;143.522955;140.7764321;137.6972406;134.2554756;130.4267737;126.1971067;121.5687506;116.5667499;111.2443889;105.6853465
151.4344008;152.82296;154.124679;155.3069441;156.3471366;157.2324481;157.9584787;158.5272675;158.9452576;159.2214947;159.3661833;159.3896136;159.3014104;159.1100384;158.8224928;158.4441188;157.9785125;157.4274678;156.7909464;156.0670515;155.2519965;154.3400611;153.3235324;152.1926343;150.9354508;149.5378551;147.9834672;146.2536696;144.3277292;142.1830917;139.7959373;137.1421141;134.1985801;130.9454897;127.3690146;123.4648734;119.2423199;114.7279911;109.9686111;105.0312525
151.0530211;152.0718438;153.025347;153.8878684;154.6404905;155.2712198;155.7743149;156.1491184;156.3987132;156.5286277;156.545717;156.4572657;156.2703112;155.9911574;155.6250407;155.1759089;154.6462803;154.0371547;153.3479558;152.5764897;151.7189097;150.7696827;149.7215542;148.5655165;147.2907862;145.8848053;144.3332851;142.6203233;140.7286328;138.639936;136.3355885;133.7975069;131.0094761;127.9588886;124.6389213;121.0510525;117.2076645;113.1342834;108.8708121;104.4710522
